Order ID,SKU Code,Product type,Item Quantity
173462,V2_AUBERGINE_2,MEAL,1
173462,V2LASAGNE_2,MEAL,1
173462,MACGREENS_2,MEAL,1
173462,FALAFEL_2,MEAL,1
173462,BOLOGNESE_2,MEAL,1
173462,DAAL_2,MEAL,1
176171,ROAST_2,MEAL,3
176171,V2LASAGNE_2,MEAL,1
176171,PREMSHIP,DELIVERY,1
176171,CARBONARA_2,MEAL,1
176171,STIRFRY_2,MEAL,1
177554,KORMA_2,MEAL,1
177554,BR_WILD_1,BREAKFAST,1
177554,MUSHROOM_2,MEAL,1
177554,PROTEIN_2,MEAL,1
177554,NACHO_2,MEAL,1
177554,SM_ALM_BER_1,SMOOTHIE,1
177554,RENDANG_2,MEAL,1
177554,SM_BER_MAN_1,SMOOTHIE,1
177554,BR_COCOA_1,BREAKFAST,1
177554,SM_ALM_BAN_1,SMOOTHIE,1
177554,THAIGREEN_2,MEAL,1
177554,BERRY_1,BREAKFAST,1
177554,BIRCHER_1,BREAKFAST,1
178275,CAULI_1,MEAL,1
178275,FONDANT_1,TREAT,1
178275,BOLOGNESE_1,MEAL,1
178275,V2LASAGNE_1,MEAL,1
178275,MACGREENS_1,MEAL,1
178275,BANOFFEE_1,TREAT,1
178275,BURRITO_1,MEAL,1
178275,DAAL_1,MEAL,1
178275,CRUMBLE_1,TREAT,1
185662,DAAL_2,MEAL,2
185662,CHILLI_2,MEAL,1
185662,SHEPHERD_2,MEAL,1
185662,BOLOGNESE_2,MEAL,1
185662,CARBONARA_2,MEAL,1
186270,DAAL_2,MEAL,2
186270,V2LASAGNE_2,MEAL,1
186270,UDON_2,MEAL,1
186270,PAELLA_2,MEAL,1
186270,ORZO_2,MEAL,1
188283,TAGINE_2,MEAL,1
188283,CHILLI_2,MEAL,1
188283,JACK_2,MEAL,1
188283,TUSCAN_2,MEAL,1
188283,V2LASAGNE_2,MEAL,1
188283,UDON_2,MEAL,1
190324,MUSHROOM_1,MEAL,1
190324,CARBONARA_1,MEAL,1
190324,UDON_1,MEAL,1
190324,FALAFEL_1,MEAL,1
190324,RISOTTO_1,MEAL,1
190324,MACGREENS_1,MEAL,1
190363,FONDANT_1,TREAT,1
190363,UDON_1,MEAL,1
190363,PADTHAI_1,MEAL,1
190363,KATSU_1,MEAL,1
190363,MUSHROOM_1,MEAL,1
190363,BR_COCOA_1,BREAKFAST,1
190363,BANOFFEE_1,TREAT,1
190363,PESTO_1,MEAL,1
190363,PZ_PEPPER_1,PIZZA,1
190363,BIRCHER_1,BREAKFAST,1
190908,MACGREENS_2,MEAL,1
190908,SHEPHERD_2,MEAL,1
190908,PADTHAI_2,MEAL,1
190908,CARBONARA_2,MEAL,1
190908,MUSHROOM_2,MEAL,1
190908,THAIGREEN_2,MEAL,1
191075,FONDANT_1,TREAT,1
191075,RENDANG_2,MEAL,1
191075,DAAL_2,MEAL,1
191075,AUBERGINE_2,MEAL,1
191075,MACGREENS_2,MEAL,1
191075,CRUMBLE_1,TREAT,1
191075,BANOFFEE_1,TREAT,1
191075,CAULI_2,MEAL,1
191075,V2LASAGNE_2,MEAL,1
193814,TAGINE_1,MEAL,1
193814,PEANUT_1,MEAL,1
193814,FALAFEL_1,MEAL,1
193814,SHEPHERD_1,MEAL,1
193814,THAIGREEN_1,MEAL,1
193814,BOLOGNESE_1,MEAL,1
194196,BOURG_1,MEAL,1
194196,CHILLI_1,MEAL,1
194196,PZ_PEPPER_1,PIZZA,1
194196,KATSU_1,MEAL,1
194196,BOLOGNESE_1,MEAL,1
194196,PZ_TOMATO_1,PIZZA,1
194777,AUBERGINE_2,MEAL,1
194777,THAIGREEN_2,MEAL,1
194777,DAAL_2,MEAL,1
194777,RENDANG_2,MEAL,1
194777,V2LASAGNE_2,MEAL,1
194777,CAULI_2,MEAL,1
195251,DAAL_2,MEAL,2
195251,SHEPHERD_2,MEAL,2
195251,CAULI_2,MEAL,1
195251,V2_BURRITO_2,MEAL,1
195251,A_GIFT_1,MEAL,1
195486,BOLOGNESE_1,MEAL,1
195486,CAULI_1,MEAL,1
195486,V2LASAGNE_1,MEAL,1
195486,BURRITO_1,MEAL,1
195486,MACGREENS_1,MEAL,1
195486,PEANUT_1,MEAL,1
196367,TUSCAN_2,MEAL,1
196367,CHILLI_2,MEAL,1
196367,DAAL_2,MEAL,1
196367,KATSU_2,MEAL,1
196367,ROAST_2,MEAL,1
196367,V2LASAGNE_2,MEAL,1
197978,SHEPHERD_2,MEAL,2
197978,V2LASAGNE_2,MEAL,2
197978,KORMA_2,MEAL,1
197978,KALE_2,MEAL,1
198229,RENDANG_2,MEAL,1
198229,THAIGREEN_2,MEAL,1
198229,AUBERGINE_2,MEAL,1
198229,DAAL_2,MEAL,1
198229,CAULI_2,MEAL,1
198229,SHEPHERD_2,MEAL,1
198370,PADTHAI_2,MEAL,1
198370,MUSHROOM_2,MEAL,1
198370,KORMA_2,MEAL,1
198370,RENDANG_2,MEAL,1
198370,KATSU_2,MEAL,1
198370,ROAST_2,MEAL,1
198639,MUSHROOM_2,MEAL,1
198639,BOURG_2,MEAL,1
198639,CAULI_2,MEAL,1
198639,CARBONARA_2,MEAL,1
198639,ORZO_2,MEAL,1
198639,TAGINE_2,MEAL,1
198667,UDON_2,MEAL,1
198667,PREMSHIP,DELIVERY,1
198667,MACGREENS_2,MEAL,1
198667,CHILLI_2,MEAL,1
198667,RENDANG_2,MEAL,1
198667,ROAST_2,MEAL,1
198667,AUBERGINE_2,MEAL,1
199195,AUBERGINE_2,MEAL,2
199195,PEANUT_2,MEAL,1
199195,RENDANG_2,MEAL,1
199195,KORMA_2,MEAL,1
199195,DAAL_2,MEAL,1
199368,BOLOGNESE_2,MEAL,1
199368,UDON_2,MEAL,1
199368,MUSHROOM_2,MEAL,1
199368,PADTHAI_2,MEAL,1
199368,V2LASAGNE_2,MEAL,1
199368,KATSU_2,MEAL,1
199781,BOURG_2,MEAL,2
199781,THAIGREEN_2,MEAL,1
199781,PADTHAI_2,MEAL,1
199781,MUSHROOM_2,MEAL,1
199781,UDON_2,MEAL,1
199797,KATSU_2,MEAL,1
199797,FALAFEL_2,MEAL,1
199797,PROTEIN_2,MEAL,1
199797,PADTHAI_2,MEAL,1
199797,RENDANG_2,MEAL,1
199797,PEANUT_2,MEAL,1
199916,MUSHROOM_1,MEAL,2
199916,CHILLI_1,MEAL,1
199916,V2LASAGNE_1,MEAL,1
199916,TAGINE_1,MEAL,1
199916,ORZO_1,MEAL,1
200107,SHEPHERD_2,MEAL,1
200107,KALE_2,MEAL,1
200107,PADTHAI_2,MEAL,1
200107,V2LASAGNE_2,MEAL,1
200107,PROTEIN_2,MEAL,1
200107,AUBERGINE_2,MEAL,1
200212,KATSU_2,MEAL,1
200212,RISOTTO_2,MEAL,1
200212,V2LASAGNE_2,MEAL,1
200212,CHILLI_2,MEAL,1
200212,ROAST_2,MEAL,1
200212,SHEPHERD_2,MEAL,1
201008,KATSU_2,MEAL,1
201008,TUSCAN_2,MEAL,1
201008,KALE_2,MEAL,1
201008,A_GIFT_1,MEAL,1
201008,PADTHAI_2,MEAL,1
201008,V2LASAGNE_2,MEAL,1
201008,SHEPHERD_2,MEAL,1
201292,RISOTTO_2,MEAL,1
201292,DAAL_2,MEAL,1
201292,AUBERGINE_2,MEAL,1
201292,BOLOGNESE_2,MEAL,1
201292,MACGREENS_2,MEAL,1
201292,UDON_2,MEAL,1
202054,MUSHROOM_1,MEAL,1
202054,PADTHAI_1,MEAL,1
202054,CARBONARA_1,MEAL,1
202054,BOLOGNESE_1,MEAL,1
202054,KATSU_1,MEAL,1
202054,PZ_PEPPER_1,PIZZA,1
202202,CARBONARA_1,MEAL,2
202202,FONDANT_1,TREAT,1
202202,MUSHROOM_1,MEAL,1
202202,THAIGREEN_1,MEAL,1
202202,BANOFFEE_1,TREAT,1
202202,CRUMBLE_1,TREAT,1
202202,MACGREENS_1,MEAL,1
202202,PEANUT_1,MEAL,1
204651,TAGINE_1,MEAL,1
204651,MOUSSAKA_1,MEAL,1
204651,BURRITO_1,MEAL,1
204651,JACK_1,MEAL,1
204651,MUSHROOM_1,MEAL,1
204651,CHILLI_1,MEAL,1
204787,DAAL_2,MEAL,1
204787,BR_CAKE_1,BREAKFAST,1
204787,BR_WILD_1,BREAKFAST,1
204787,RENDANG_2,MEAL,1
204787,KALE_2,MEAL,1
204787,PADTHAI_2,MEAL,1
204787,KATSU_2,MEAL,1
204787,KORMA_2,MEAL,1
204787,BIRCHER_1,BREAKFAST,1
206217,CAULI_2,MEAL,1
206217,AUBERGINE_2,MEAL,1
206217,DAAL_2,MEAL,1
206217,CHILLI_2,MEAL,1
206217,THAIGREEN_2,MEAL,1
206217,TAGINE_2,MEAL,1
206326,UDON_2,MEAL,1
206326,RENDANG_2,MEAL,1
206326,PEANUT_2,MEAL,1
206326,TAGINE_2,MEAL,1
206326,CHILLI_2,MEAL,1
206326,DAAL_2,MEAL,1
207128,ROAST_2,MEAL,2
207128,CARBONARA_2,MEAL,1
207128,MACGREENS_2,MEAL,1
207128,MUSHROOM_2,MEAL,1
207128,RENDANG_2,MEAL,1
207378,UDON_2,MEAL,2
207378,TAGINE_2,MEAL,1
207378,BOLOGNESE_2,MEAL,1
207378,V2LASAGNE_2,MEAL,1
207378,STIRFRY_2,MEAL,1
208024,CHILLI_1,MEAL,1
208024,JACK_1,MEAL,1
208024,PAELLA_1,MEAL,1
208024,UDON_1,MEAL,1
208024,PEANUT_1,MEAL,1
208024,KORMA_1,MEAL,1
208032,DAAL_1,MEAL,1
208032,AUBERGINE_1,MEAL,1
208032,MACGREENS_1,MEAL,1
208032,RISOTTO_1,MEAL,1
208032,RENDANG_1,MEAL,1
208032,CAULI_1,MEAL,1
208115,KATSU_2,MEAL,2
208115,PADTHAI_2,MEAL,2
208115,SM_BRK_BER_1,SMOOTHIE,1
208115,SM_BER_MAN_1,SMOOTHIE,1
208115,CHILLI_2,MEAL,1
208115,DAAL_2,MEAL,1
208115,SM_STR_PIN_1,SMOOTHIE,1
208896,A_GIFT_1,MEAL,2
208896,RISOTTO_2,MEAL,1
208896,PREMSHIP,DELIVERY,1
208896,BERRY_1,BREAKFAST,1
208896,MUSHROOM_2,MEAL,1
208896,ROAST_2,MEAL,1
208896,STIRFRY_2,MEAL,1
208896,MANGO_1,BREAKFAST,1
208896,THAIGREEN_2,MEAL,1
208896,PEANUT_2,MEAL,1
208896,BIRCHER_1,BREAKFAST,1
209637,TAGINE_1,MEAL,1
209637,UDON_1,MEAL,1
209637,BR_CAKE_1,BREAKFAST,1
209637,KATSU_1,MEAL,1
209637,CARBONARA_1,MEAL,1
209637,PROTEIN_1,MEAL,1
209637,CHILLI_1,MEAL,1
209942,CAULI_2,MEAL,1
209942,MACGREENS_2,MEAL,1
209942,ROAST_2,MEAL,1
209942,CRUMBLE_1,TREAT,1
209942,BOLOGNESE_2,MEAL,1
209942,V2_BURRITO_2,MEAL,1
209942,CARBONARA_2,MEAL,1
209942,BANOFFEE_1,TREAT,1
209942,FONDANT_1,TREAT,1
209946,PADTHAI_2,MEAL,1
209946,MACGREENS_2,MEAL,1
209946,BERRY_1,BREAKFAST,1
209946,KATSU_2,MEAL,1
209946,TUSCAN_2,MEAL,1
209946,BUTTERNUT_2,MEAL,1
209946,NACHO_2,MEAL,1
209946,BR_WILD_1,BREAKFAST,1
210255,CARBONARA_2,MEAL,3
210255,BOLOGNESE_2,MEAL,2
210255,MACGREENS_2,MEAL,1
210968,V2LASAGNE_2,MEAL,4
210968,ROAST_2,MEAL,2
210968,BANOFFEE_1,TREAT,1
210968,CRUMBLE_1,TREAT,1
210968,FONDANT_1,TREAT,1
211795,SHEPHERD_2,MEAL,2
211795,V2LASAGNE_2,MEAL,1
211795,CRUMBLE_1,TREAT,1
211795,CHILLI_2,MEAL,1
211795,BANOFFEE_1,TREAT,1
211795,MACGREENS_2,MEAL,1
211795,FONDANT_1,TREAT,1
211795,MOUSSAKA_2,MEAL,1
212125,KATSU_2,MEAL,2
212125,PROTEIN_2,MEAL,1
212125,UDON_2,MEAL,1
212125,KORMA_2,MEAL,1
212125,CAULI_2,MEAL,1
212807,BIRCHER_1,BREAKFAST,1
212807,MANGO_1,BREAKFAST,1
212807,TAGINE_2,MEAL,1
212807,MOUSSAKA_2,MEAL,1
212807,BERRY_1,BREAKFAST,1
212807,RENDANG_2,MEAL,1
212807,CAULI_2,MEAL,1
212807,UDON_2,MEAL,1
212807,RISOTTO_2,MEAL,1
212906,PAELLA_2,MEAL,1
212906,PESTO_2,MEAL,1
212906,STIRFRY_2,MEAL,1
212906,ROAST_2,MEAL,1
212906,KORMA_2,MEAL,1
212906,PROTEIN_2,MEAL,1
213367,RENDANG_2,MEAL,1
213367,BOLOGNESE_2,MEAL,1
213367,MUSHROOM_2,MEAL,1
213367,V2LASAGNE_2,MEAL,1
213367,BOURG_2,MEAL,1
213367,SHEPHERD_2,MEAL,1
213755,ROAST_2,MEAL,1
213755,V2_BURRITO_2,MEAL,1
213755,STIRFRY_2,MEAL,1
213755,KATSU_2,MEAL,1
213755,MOUSSAKA_2,MEAL,1
213755,PROTEIN_2,MEAL,1
214139,BOLOGNESE_2,MEAL,1
214139,KALE_2,MEAL,1
214139,CARBONARA_2,MEAL,1
214139,TUSCAN_2,MEAL,1
214139,KATSU_2,MEAL,1
214139,RENDANG_2,MEAL,1
214278,UDON_1,MEAL,1
214278,PAELLA_1,MEAL,1
214278,MACGREENS_1,MEAL,1
214278,CARBONARA_1,MEAL,1
214278,MUSHROOM_1,MEAL,1
214278,RISOTTO_1,MEAL,1
214292,NACHO_1,MEAL,1
214292,MOUSSAKA_1,MEAL,1
214292,ROAST_1,MEAL,1
214292,MACGREENS_1,MEAL,1
214292,PZ_PEPPER_1,PIZZA,1
214292,PZ_TOMATO_1,PIZZA,1
214495,THAIGREEN_2,MEAL,1
214495,ROAST_2,MEAL,1
214495,STIRFRY_2,MEAL,1
214495,PESTO_2,MEAL,1
214495,PAELLA_2,MEAL,1
214495,CAULI_2,MEAL,1
215348,CHILLI_1,MEAL,2
215348,PZ_TOMATO_1,PIZZA,1
215348,KALE_1,MEAL,1
215348,DAAL_1,MEAL,1
215348,KATSU_1,MEAL,1
216167,KATSU_2,MEAL,2
216167,PROTEIN_2,MEAL,1
216167,PADTHAI_2,MEAL,1
216167,NACHO_2,MEAL,1
216167,PESTO_2,MEAL,1
216712,CHILLI_2,MEAL,1
216712,BOURG_2,MEAL,1
216712,TAGINE_2,MEAL,1
216712,KORMA_2,MEAL,1
216712,KALE_2,MEAL,1
216712,TUSCAN_2,MEAL,1
217194,ROAST_2,MEAL,1
217194,TAGINE_2,MEAL,1
217194,RISOTTO_2,MEAL,1
217194,UDON_2,MEAL,1
217194,DAAL_2,MEAL,1
217194,V2_CAULI_2,MEAL,1
217309,PESTO_2,MEAL,1
217309,CHILLI_2,MEAL,1
217309,STIRFRY_2,MEAL,1
217309,MANGO_1,BREAKFAST,1
217309,PEANUT_2,MEAL,1
217309,ORZO_2,MEAL,1
217309,BERRY_1,BREAKFAST,1
217309,BIRCHER_1,BREAKFAST,1
217309,ROAST_2,MEAL,1
217311,SD_TAHINI_1,SIDE,1
217311,SD_ROSE_1,SIDE,1
217311,BUTTERNUT_2,MEAL,1
217311,KORMA_2,MEAL,1
217311,PADTHAI_2,MEAL,1
217311,SD_SPICED_1,SIDE,1
217311,KATSU_2,MEAL,1
217311,SD_MED_1,SIDE,1
217311,KALE_2,MEAL,1
217311,V2_BURRITO_2,MEAL,1
218133,BOLOGNESE_1,MEAL,1
218133,MUSHROOM_1,MEAL,1
218133,SHEPHERD_1,MEAL,1
218133,ROAST_1,MEAL,1
218133,RISOTTO_1,MEAL,1
218133,V2LASAGNE_1,MEAL,1
218297,V2_BURRITO_2,MEAL,1
218297,RENDANG_2,MEAL,1
218297,V2_CAULI_2,MEAL,1
218297,PEANUT_2,MEAL,1
218297,MUSHROOM_2,MEAL,1
218297,V2_AUBERGINE_2,MEAL,1
218385,PZ_TOMATO_1,PIZZA,1
218385,NACHO_1,MEAL,1
218385,PEANUT_1,MEAL,1
218385,BURRITO_1,MEAL,1
218385,SHEPHERD_1,MEAL,1
218385,PZ_PEPPER_1,PIZZA,1
218427,BOLOGNESE_2,MEAL,1
218427,CHILLI_2,MEAL,1
218427,V2LASAGNE_2,MEAL,1
218427,RENDANG_2,MEAL,1
218427,PESTO_2,MEAL,1
218427,MUSHROOM_2,MEAL,1
218574,RISOTTO_1,MEAL,1
218574,TAGINE_1,MEAL,1
218574,BOLOGNESE_1,MEAL,1
218574,AUBERGINE_1,MEAL,1
218574,FALAFEL_1,MEAL,1
218574,MUSHROOM_1,MEAL,1
218757,KORMA_2,MEAL,1
218757,NACHO_2,MEAL,1
218757,ROAST_2,MEAL,1
218757,KATSU_2,MEAL,1
218757,KALE_2,MEAL,1
218757,CARBONARA_2,MEAL,1
218757,BIRCHER_1,BREAKFAST,1
218769,DAAL_2,MEAL,2
218769,PROTEIN_2,MEAL,1
218769,PADTHAI_2,MEAL,1
218769,V2_BURRITO_2,MEAL,1
218769,KALE_2,MEAL,1
218968,TAGINE_1,MEAL,1
218968,TUSCAN_1,MEAL,1
218968,KORMA_1,MEAL,1
218968,JACK_1,MEAL,1
218968,PAELLA_1,MEAL,1
218968,CARBONARA_1,MEAL,1
219261,PREMSHIP,DELIVERY,3
219261,PADTHAI_2,MEAL,2
219261,KATSU_2,MEAL,2
219261,PROTEIN_2,MEAL,1
219261,NACHO_2,MEAL,1
219289,KATSU_2,MEAL,1
219289,A_GIFT_1,MEAL,1
219289,BOLOGNESE_2,MEAL,1
219289,CHILLI_2,MEAL,1
219289,TUSCAN_2,MEAL,1
219289,PREMSHIP,DELIVERY,1
219289,DAAL_2,MEAL,1
219289,CAULI_2,MEAL,1
219387,PADTHAI_2,MEAL,2
219387,BUTTERNUT_2,MEAL,1
219387,KATSU_2,MEAL,1
219387,BANOFFEE_1,TREAT,1
219387,PROTEIN_2,MEAL,1
219387,RISOTTO_2,MEAL,1
219591,KATSU_2,MEAL,1
219591,CARBONARA_2,MEAL,1
219591,BOLOGNESE_2,MEAL,1
219591,PESTO_2,MEAL,1
219591,RENDANG_2,MEAL,1
219591,DAAL_2,MEAL,1
219678,V2LASAGNE_2,MEAL,1
219678,UDON_2,MEAL,1
219678,BOLOGNESE_2,MEAL,1
219678,RENDANG_2,MEAL,1
219678,FALAFEL_2,MEAL,1
219678,ORZO_2,MEAL,1
219679,ORZO_2,MEAL,1
219679,UDON_2,MEAL,1
219679,V2LASAGNE_2,MEAL,1
219679,FALAFEL_2,MEAL,1
219679,RENDANG_2,MEAL,1
219679,BOLOGNESE_2,MEAL,1
219818,KATSU_1,MEAL,1
219818,BR_COCOA_1,BREAKFAST,1
219818,BANOFFEE_1,TREAT,1
219818,NACHO_1,MEAL,1
219818,FONDANT_1,TREAT,1
219818,BIRCHER_1,BREAKFAST,1
219818,PREMSHIP,DELIVERY,1
219818,MUSHROOM_1,MEAL,1
219818,ROAST_1,MEAL,1
219818,BR_CAKE_1,BREAKFAST,1
219818,SM_STR_PIN_1,SMOOTHIE,1
219818,PADTHAI_1,MEAL,1
219818,SM_ALM_BAN_1,SMOOTHIE,1
219818,SM_ALM_BER_1,SMOOTHIE,1
219818,SM_BER_MAN_1,SMOOTHIE,1
219818,PROTEIN_1,MEAL,1
219854,MOUSSAKA_1,MEAL,1
219854,DAAL_1,MEAL,1
219854,KALE_1,MEAL,1
219854,BOURG_1,MEAL,1
219854,PROTEIN_1,MEAL,1
219854,SHEPHERD_1,MEAL,1
219911,MUSHROOM_2,MEAL,1
219911,UDON_2,MEAL,1
219911,AUBERGINE_2,MEAL,1
219911,PROTEIN_2,MEAL,1
219911,SM_MAN_GRE_1,SMOOTHIE,1
219911,BR_CAKE_1,BREAKFAST,1
219911,KALE_2,MEAL,1
219911,KORMA_2,MEAL,1
219911,BR_WILD_1,BREAKFAST,1
219983,UDON_2,MEAL,2
219983,BOLOGNESE_2,MEAL,1
219983,KORMA_2,MEAL,1
219983,PADTHAI_2,MEAL,1
219983,NACHO_2,MEAL,1
219984,MACGREENS_2,MEAL,1
219984,SZECHUAN_2,MEAL,1
219984,KALE_2,MEAL,1
219984,UDON_2,MEAL,1
219984,KORMA_2,MEAL,1
219984,V2_CAULI_2,MEAL,1
220065,MACGREENS_2,MEAL,2
220065,A_GIFT_1,MEAL,1
220065,UDON_2,MEAL,1
220065,STIRFRY_2,MEAL,1
220065,BOLOGNESE_2,MEAL,1
220065,RISOTTO_2,MEAL,1
220099,SHEPHERD_1,MEAL,1
220099,ROAST_1,MEAL,1
220099,PZ_PEPPER_1,PIZZA,1
220099,KORMA_1,MEAL,1
220099,TUSCAN_1,MEAL,1
220099,RISOTTO_1,MEAL,1
220201,MUSHROOM_2,MEAL,1
220201,KATSU_2,MEAL,1
220201,DAAL_2,MEAL,1
220201,MACGREENS_2,MEAL,1
220201,RISOTTO_2,MEAL,1
220201,SHEPHERD_2,MEAL,1
220425,KORMA_2,MEAL,2
220425,PADTHAI_2,MEAL,2
220425,KATSU_2,MEAL,2
220671,ROAST_2,MEAL,1
220671,NACHO_2,MEAL,1
220671,MACGREENS_2,MEAL,1
220671,CHILLI_2,MEAL,1
220671,A_GIFT_1,MEAL,1
220671,BUTTERNUT_2,MEAL,1
220671,TUSCAN_2,MEAL,1
220999,PADTHAI_1,MEAL,3
220999,FONDANT_1,TREAT,2
220999,KALE_1,MEAL,2
220999,MANGO_1,BREAKFAST,2
220999,PEANUT_1,MEAL,1
221004,CARBONARA_2,MEAL,1
221004,MUSHROOM_2,MEAL,1
221004,UDON_2,MEAL,1
221004,CHILLI_2,MEAL,1
221004,V2LASAGNE_2,MEAL,1
221004,JACK_2,MEAL,1
221005,MUSHROOM_2,MEAL,1
221005,JACK_2,MEAL,1
221005,CARBONARA_2,MEAL,1
221005,V2LASAGNE_2,MEAL,1
221005,CHILLI_2,MEAL,1
221005,UDON_2,MEAL,1
221050,AUBERGINE_2,MEAL,1
221050,DAAL_2,MEAL,1
221050,ROAST_2,MEAL,1
221050,MUSHROOM_2,MEAL,1
221050,CHILLI_2,MEAL,1
221050,V2LASAGNE_2,MEAL,1
221069,CHILLI_2,MEAL,3
221069,PADTHAI_2,MEAL,1
221069,MUSHROOM_2,MEAL,1
221069,A_GIFT_1,MEAL,1
221069,KATSU_2,MEAL,1
221130,KATSU_2,MEAL,2
221130,ROAST_2,MEAL,2
221130,V2LASAGNE_2,MEAL,2
221131,MACGREENS_2,MEAL,2
221131,V2LASAGNE_2,MEAL,2
221131,ROAST_2,MEAL,1
221131,BOURG_2,MEAL,1
221339,UDON_2,MEAL,1
221339,V2LASAGNE_2,MEAL,1
221339,BOLOGNESE_2,MEAL,1
221339,KATSU_2,MEAL,1
221339,PADTHAI_2,MEAL,1
221339,PROTEIN_2,MEAL,1
221406,RISOTTO_1,MEAL,1
221406,DAAL_1,MEAL,1
221406,PESTO_1,MEAL,1
221406,RENDANG_1,MEAL,1
221406,PEANUT_1,MEAL,1
221406,STIRFRY_1,MEAL,1
221409,DAAL_1,MEAL,1
221409,V2LASAGNE_1,MEAL,1
221409,CARBONARA_1,MEAL,1
221409,BOLOGNESE_1,MEAL,1
221409,THAIGREEN_1,MEAL,1
221409,RENDANG_1,MEAL,1
221531,PROTEIN_2,MEAL,1
221531,UDON_2,MEAL,1
221531,NACHO_2,MEAL,1
221531,RENDANG_2,MEAL,1
221531,TUSCAN_2,MEAL,1
221531,KORMA_2,MEAL,1
221805,FALAFEL_1,MEAL,1
221805,KALE_1,MEAL,1
221805,MACGREENS_1,MEAL,1
221805,NACHO_1,MEAL,1
221805,RENDANG_1,MEAL,1
221805,PROTEIN_1,MEAL,1
221897,KALE_2,MEAL,1
221897,PESTO_2,MEAL,1
221897,PROTEIN_2,MEAL,1
221897,MUSHROOM_2,MEAL,1
221897,KATSU_2,MEAL,1
221897,PEANUT_2,MEAL,1
221947,SD_TAHINI_1,SIDE,2
221947,SD_SPICED_1,SIDE,2
221947,BOLOGNESE_2,MEAL,1
221947,KATSU_2,MEAL,1
221947,ROAST_2,MEAL,1
221947,PESTO_2,MEAL,1
221947,ORZO_2,MEAL,1
221947,MACGREENS_2,MEAL,1
221979,JACK_2,MEAL,1
221979,PROTEIN_2,MEAL,1
221979,MUSHROOM_2,MEAL,1
221979,RENDANG_2,MEAL,1
221979,ORZO_2,MEAL,1
221979,PESTO_2,MEAL,1
222121,ORZO_1,MEAL,1
222121,BOLOGNESE_1,MEAL,1
222121,SHEPHERD_1,MEAL,1
222121,FONDANT_1,TREAT,1
222121,CHILLI_1,MEAL,1
222121,MACGREENS_1,MEAL,1
222121,CRUMBLE_1,TREAT,1
222121,CARBONARA_1,MEAL,1
222121,BANOFFEE_1,TREAT,1
222250,TAGINE_2,MEAL,1
222250,PADTHAI_2,MEAL,1
222250,ORZO_2,MEAL,1
222250,JACK_2,MEAL,1
222250,PAELLA_2,MEAL,1
222250,AUBERGINE_2,MEAL,1
222300,V2LASAGNE_1,MEAL,1
222300,NACHO_1,MEAL,1
222300,MUSHROOM_1,MEAL,1
222300,BOLOGNESE_1,MEAL,1
222300,SHEPHERD_1,MEAL,1
222300,CARBONARA_1,MEAL,1
222303,UDON_2,MEAL,1
222303,MUSHROOM_2,MEAL,1
222303,DAAL_2,MEAL,1
222303,V2LASAGNE_2,MEAL,1
222303,BOLOGNESE_2,MEAL,1
222303,MACGREENS_2,MEAL,1
222420,UDON_2,MEAL,1
222420,AUBERGINE_2,MEAL,1
222420,PEANUT_2,MEAL,1
222420,RENDANG_2,MEAL,1
222420,V2_BURRITO_2,MEAL,1
222420,STIRFRY_2,MEAL,1
