,Order ID,Placed Date,Customer ID,Order Number,Is Trial (Yes / No),Gross revenue
237,296610,2020-10-04,2942,2,No,47.45
238,317027,2020-10-04,70179,2,No,65.88
239,282685,2020-10-04,62818,6,No,40.5
240,256403,2020-10-04,55668,5,No,52.5
241,302653,2020-10-04,28987,82,No,59.88
242,315052,2020-10-04,67140,8,No,62.5
243,293133,2020-10-04,66949,3,No,59.88
244,316935,2020-10-04,70159,2,No,59.88
245,279403,2020-10-04,60339,7,No,59.88
246,307558,2020-10-04,66972,6,No,67.88
247,302643,2020-10-04,53725,17,No,59.88
248,297782,2020-10-04,65561,6,No,59.88
249,314134,2020-10-04,29184,27,No,57.4
250,317329,2020-10-04,70245,3,No,40.5
251,302722,2020-10-04,56440,15,No,40.5
252,290662,2020-10-04,64681,6,No,44.45
253,280080,2020-10-04,63166,5,No,59.88
254,337735,2020-10-04,54740,10,No,44.5
255,302735,2020-10-04,49329,21,No,40.5
256,297992,2020-10-04,29048,48,No,60.34
257,278973,2020-10-04,28031,9,No,43.5
258,322220,2020-10-04,70884,2,No,59.88
259,316164,2020-10-04,70001,2,No,40.5
260,337936,2020-10-04,70741,2,No,43.5
261,278648,2020-10-04,40712,13,No,46.5
262,338025,2020-10-04,73239,1,No,58.5
263,261965,2020-10-04,62408,5,No,59.88
264,338243,2020-10-04,73276,1,No,65.88
265,278866,2020-10-04,58074,8,No,40.5
266,324802,2020-10-04,71270,2,No,66.88
267,326702,2020-10-04,71564,2,No,40.5
268,320217,2020-10-04,70555,2,No,59.88
269,312430,2020-10-04,46012,39,No,59.88
270,262021,2020-10-04,56161,10,No,59.88
271,305794,2020-10-04,68566,3,No,40.5
272,306661,2020-10-04,68740,3,No,40.5
273,317576,2020-10-04,53571,38,No,40.5
274,302753,2020-10-04,65314,7,No,54.4
275,307530,2020-10-04,63064,9,No,59.88
276,257649,2020-10-04,48424,10,No,59.88
277,314705,2020-10-04,64419,3,No,29.6
278,278676,2020-10-04,39865,18,No,67.78
279,316921,2020-10-04,70155,4,No,40.5
280,303861,2020-10-04,68335,4,No,59.88
281,302765,2020-10-04,28853,73,No,59.88
282,317784,2020-10-04,66491,10,No,59.88
283,317668,2020-10-04,66081,9,No,48.45
284,337563,2020-10-04,73164,1,No,40.5
285,311332,2020-10-04,69319,5,No,59.88
286,322532,2020-10-04,70956,2,No,66.88
287,317080,2020-10-04,70189,2,No,59.88
288,337992,2020-10-04,73233,1,No,59.88
289,219984,2020-10-04,59924,4,No,59.88
290,338012,2020-10-04,69066,2,No,46.0
291,290288,2020-10-04,54252,11,No,40.5
292,304131,2020-10-04,54588,16,No,59.88
293,295119,2020-10-04,43589,20,No,60.5
294,337968,2020-10-04,73230,1,No,59.88
295,256089,2020-10-04,41813,9,No,95.73
296,317721,2020-10-04,60491,20,No,48.4
297,302658,2020-10-04,41619,21,No,40.5
298,318733,2020-10-04,70368,2,No,40.5
299,302962,2020-10-04,68154,4,No,59.88
300,321563,2020-10-04,68462,4,No,59.88
301,337775,2020-10-04,73207,1,No,43.5
302,297134,2020-10-04,67394,3,No,67.88
303,336697,2020-10-04,73153,1,Yes,4.98
304,310986,2020-10-04,69284,2,No,40.5
305,338041,2020-10-04,39871,2,No,67.88
306,286691,2020-10-04,53253,15,No,40.5
307,337644,2020-10-04,73183,1,No,48.5
308,310405,2020-10-04,69166,2,No,40.5
309,338235,2020-10-04,73274,1,No,62.5
310,337624,2020-10-04,73179,1,No,67.88
311,337819,2020-10-04,73215,1,No,89.88
312,337984,2020-10-04,35987,9,No,54.5
313,338101,2020-10-04,71696,2,No,59.88
314,337759,2020-10-04,73204,1,No,59.88
315,317663,2020-10-04,60774,21,No,59.88
316,338113,2020-10-04,73253,1,No,40.5
317,258282,2020-10-04,29862,40,No,59.88
318,338145,2020-10-04,73259,1,No,59.88
319,300596,2020-10-04,67804,4,No,40.5
320,317607,2020-10-04,28755,86,No,40.5
321,277896,2020-10-04,27467,33,No,71.88
322,310385,2020-10-04,69163,3,No,59.88
323,324651,2020-10-04,71235,2,No,40.5
324,279230,2020-10-04,59739,8,No,59.88
325,305918,2020-10-04,68594,2,No,67.78
326,293886,2020-10-04,28738,39,No,52.5
327,298187,2020-10-04,64864,7,No,43.5
328,338093,2020-10-04,73250,1,No,59.88
329,337700,2020-10-04,73194,1,No,67.88
330,302836,2020-10-04,19051,15,No,76.25
331,337831,2020-10-04,65447,4,No,59.88
332,307778,2020-10-04,68255,5,No,59.88
333,316841,2020-10-04,70138,4,No,59.88
334,301010,2020-10-04,67884,2,No,59.88
335,318056,2020-10-04,53842,8,No,59.88
336,214139,2020-10-04,28998,29,No,59.88
337,317679,2020-10-04,65906,10,No,59.88
338,292177,2020-10-04,54355,10,No,48.5
339,320321,2020-10-04,2999,2,No,71.73
340,317761,2020-10-04,55176,30,No,40.5
341,317710,2020-10-04,66840,5,No,81.68
342,310682,2020-10-04,69224,3,No,56.5
343,315605,2020-10-04,69890,2,No,46.5
344,301095,2020-10-04,67906,4,No,40.5
345,267765,2020-10-04,52081,13,No,59.88
346,321947,2020-10-04,70833,3,No,59.88
347,276240,2020-10-04,50790,12,No,40.5
348,317794,2020-10-04,65590,11,No,43.5
349,290514,2020-10-04,64574,6,No,59.88
350,276683,2020-10-04,65096,2,No,59.88
351,322022,2020-10-04,70849,2,No,64.5
352,337799,2020-10-04,73211,1,No,67.88
353,314298,2020-10-04,65380,9,No,40.5
354,337956,2020-10-04,4021,3,No,65.88
355,337668,2020-10-04,41546,2,No,43.5
356,338049,2020-10-04,73244,1,Yes,4.98
357,338179,2020-10-04,73263,1,No,59.88
358,336676,2020-10-04,73148,1,No,40.5
359,302394,2020-10-04,56455,14,No,59.88
360,338109,2020-10-04,73252,1,Yes,4.98
361,278595,2020-10-04,50092,15,No,40.5
362,298303,2020-10-04,62931,9,No,40.5
363,311756,2020-10-04,55409,17,No,40.5
364,337855,2020-10-04,43771,9,No,40.5
365,289159,2020-10-04,29749,22,No,44.45
366,309249,2020-10-04,58629,14,No,59.88
367,311678,2020-10-04,69417,3,No,65.88
368,313603,2020-10-04,69655,3,No,59.88
369,290187,2020-10-04,58005,9,No,59.88
370,324814,2020-10-04,71272,2,No,40.5
371,338207,2020-10-04,73268,1,No,59.88
372,322718,2020-10-04,70997,2,No,40.5
373,302564,2020-10-04,53453,17,No,40.5
374,302607,2020-10-04,55083,15,No,40.5
375,321744,2020-10-04,70792,2,No,40.5
376,338187,2020-10-04,73265,1,No,40.5
377,298410,2020-10-04,53189,7,No,59.88
378,261874,2020-10-04,56139,8,No,59.88
379,234600,2020-10-04,50052,6,No,40.5
380,324293,2020-10-04,71161,2,No,59.88
381,292027,2020-10-04,66801,4,No,40.5
382,299756,2020-10-04,52250,8,No,40.5
383,277706,2020-10-04,65221,4,No,59.88
384,290394,2020-10-04,60430,8,No,59.88
385,316438,2020-10-04,70063,2,No,59.88
386,337886,2020-10-04,73223,1,Yes,4.98
387,313001,2020-10-04,62475,13,No,47.5
388,337636,2020-10-04,73181,1,Yes,4.98
389,299717,2020-10-04,42398,22,No,40.5
390,307751,2020-10-04,66559,7,No,59.88
391,315601,2020-10-04,69889,2,No,40.5
392,296615,2020-10-04,67308,3,No,40.5
393,302311,2020-10-04,66239,5,No,40.5
394,322050,2020-10-04,70856,2,No,40.5
395,337865,2020-10-04,13530,2,No,67.88
396,338277,2020-10-04,4956,9,No,43.48
397,302570,2020-10-04,67023,5,No,40.5
398,258384,2020-10-04,62947,3,No,54.4
399,317573,2020-10-04,55850,26,No,67.88
400,290459,2020-10-04,60246,14,No,59.88
401,337520,2020-10-04,39372,2,No,40.5
402,293805,2020-10-04,37547,19,No,50.5
403,246597,2020-10-04,50940,7,No,40.5
404,317983,2020-10-04,57734,10,No,40.5
405,300163,2020-10-04,67792,3,No,40.5
406,252921,2020-10-04,28823,20,No,65.88
407,326466,2020-10-04,71511,2,No,59.88
408,338149,2020-10-04,70244,2,No,59.88
409,337988,2020-10-04,42086,4,No,59.88
410,286346,2020-10-04,61477,6,No,44.45
411,311339,2020-10-04,69347,3,No,59.88
412,313000,2020-10-04,61626,20,No,59.88
413,337398,2020-10-04,73161,1,No,40.5
414,338239,2020-10-04,73275,1,Yes,4.98
415,305299,2020-10-04,40149,29,No,48.5
416,290199,2020-10-04,64985,6,No,59.88
417,321983,2020-10-04,70842,2,No,40.5
418,260526,2020-10-04,25650,15,No,40.5
419,336321,2020-10-03,73076,1,Yes,4.98
420,298985,2020-10-03,67632,2,No,40.5
421,336491,2020-10-03,73110,1,No,69.88
422,251519,2020-10-03,53593,7,No,59.88
423,336583,2020-10-03,73129,1,No,40.5
424,336013,2020-10-03,52362,2,No,79.88
425,336395,2020-10-03,73091,1,No,59.88
426,336329,2020-10-03,72809,1,No,59.88
427,336538,2020-10-03,73120,1,Yes,4.98
428,336370,2020-10-03,73086,1,No,43.0
429,336133,2020-10-03,73038,1,Yes,4.98
430,336439,2020-10-03,73098,1,No,65.88
431,336435,2020-10-03,73097,1,No,40.5
432,336197,2020-10-03,73051,1,Yes,4.98
433,336117,2020-10-03,73034,1,No,40.5
434,336345,2020-10-03,73079,1,No,63.88
435,336419,2020-10-03,73095,1,No,59.88
436,336431,2020-10-03,68609,2,No,59.88
437,336503,2020-10-03,73113,1,Yes,4.98
438,336447,2020-10-03,73100,1,No,40.5
439,336137,2020-10-03,1394,1,No,66.88
440,336083,2020-10-03,73028,1,No,44.5
441,336353,2020-10-03,73081,1,No,59.88
442,336125,2020-10-03,73036,1,No,71.88
443,336459,2020-10-03,73103,1,No,59.88
444,336579,2020-10-03,73128,1,No,59.88
445,336411,2020-10-03,73094,1,No,59.88
446,336185,2020-10-03,73048,1,No,40.5
447,336467,2020-10-03,73105,1,No,59.88
448,336575,2020-10-03,17687,8,No,63.88
449,336603,2020-10-03,73133,1,No,59.0
450,336427,2020-10-03,73096,1,Yes,4.98
451,336049,2020-10-03,73019,1,No,88.88
452,336644,2020-10-03,61372,12,No,40.5
453,336246,2020-10-03,73062,1,No,59.88
454,336619,2020-10-03,73137,1,No,59.88
455,336177,2020-10-03,73046,1,No,40.5
456,336547,2020-10-03,73121,1,Yes,4.98
457,336631,2020-10-03,73139,1,No,59.88
458,336105,2020-10-03,73031,1,No,59.88
459,336234,2020-10-03,73059,1,No,40.5
460,336639,2020-10-03,73141,1,No,59.88
461,336275,2020-10-03,62188,3,No,40.5
462,336121,2020-10-03,73035,1,No,59.88
463,336287,2020-10-03,73069,1,No,59.88
464,336311,2020-10-03,73074,1,No,40.5
465,336349,2020-10-03,73080,1,No,48.5
466,336399,2020-10-03,73092,1,No,65.88
467,336499,2020-10-03,73112,1,No,40.5
468,336386,2020-10-03,73089,1,No,40.5
469,336067,2020-10-03,73024,1,No,67.88
470,336479,2020-10-03,73107,1,No,59.88
471,336391,2020-10-03,73090,1,No,40.5
472,336423,2020-10-03,65364,4,No,59.88
473,336635,2020-10-03,73140,1,No,59.88
474,336607,2020-10-03,73134,1,No,49.5
475,336587,2020-10-03,56334,3,No,44.5
476,336531,2020-10-03,73119,1,No,91.88
477,336523,2020-10-03,73117,1,Yes,4.98
478,336361,2020-10-03,73083,1,No,59.88
479,336001,2020-10-03,67932,5,No,40.5
480,336153,2020-10-03,59083,2,No,59.88
481,336374,2020-10-03,73087,1,Yes,4.98
482,336623,2020-10-03,73138,1,No,48.5
483,336515,2020-10-03,73115,1,No,44.5
484,336295,2020-10-03,73071,1,Yes,4.98
485,317205,2020-10-03,70216,2,No,40.5
486,336218,2020-10-03,67568,2,No,59.88
487,336206,2020-10-03,73053,1,No,48.5
488,336005,2020-10-03,73010,1,No,68.88
489,336403,2020-10-03,73093,1,No,46.0
490,336357,2020-10-03,73082,1,No,43.5
491,336471,2020-10-03,72740,1,No,40.5
492,336407,2020-10-03,68722,2,No,48.5
493,336202,2020-10-03,73052,1,No,59.88
494,336238,2020-10-03,73060,1,Yes,4.98
495,336591,2020-10-03,73130,1,Yes,4.98
496,336157,2020-10-03,49940,7,No,40.5
497,328134,2020-10-02,71787,2,No,43.0
498,319143,2020-10-02,70450,2,No,62.38
499,308143,2020-10-02,68893,2,No,43.0
500,308647,2020-10-02,6916,8,No,43.0
501,306111,2020-10-02,68633,4,No,62.0
502,335683,2020-10-02,72940,1,Yes,7.48
503,261089,2020-10-02,37127,15,No,62.38
504,335573,2020-10-02,69814,2,No,40.5
505,323186,2020-10-02,71091,3,No,74.9
506,335611,2020-10-02,72927,1,No,59.88
507,335566,2020-10-02,72917,1,Yes,7.48
508,335644,2020-10-02,62612,3,No,48.48
509,335802,2020-10-02,72967,1,No,56.5
510,335810,2020-10-02,18377,8,No,59.88
511,335506,2020-10-02,72915,1,Yes,4.98
512,335993,2020-10-02,73008,1,No,43.5
513,318522,2020-10-02,46405,19,No,70.0
514,335586,2020-10-02,72921,1,No,40.5
515,328419,2020-10-02,71851,2,No,62.38
516,285652,2020-10-02,51363,16,No,62.38
517,335967,2020-10-02,73002,1,No,40.5
518,335975,2020-10-02,73004,1,No,59.88
519,335595,2020-10-02,72923,1,No,40.5
520,335667,2020-10-02,72937,1,No,59.88
521,335695,2020-10-02,72943,1,No,40.5
522,335474,2020-10-02,72907,1,No,40.5
523,335790,2020-10-02,72964,1,Yes,4.98
524,335988,2020-10-02,73007,1,No,48.5
525,335897,2020-10-02,72988,1,Yes,4.98
526,298527,2020-10-02,67533,3,No,43.0
527,335865,2020-10-02,72981,1,No,75.88
528,335943,2020-10-02,72998,1,No,68.88
529,335806,2020-10-02,70410,2,No,40.5
530,309225,2020-10-02,66185,7,No,62.38
531,335607,2020-10-02,72926,1,No,40.5
532,335893,2020-10-02,72987,1,No,63.88
533,335835,2020-10-02,72973,1,Yes,4.98
534,335773,2020-10-02,72960,1,Yes,4.98
535,335715,2020-10-02,72947,1,Yes,4.98
536,335478,2020-10-02,72908,1,No,51.5
537,301250,2020-10-02,67938,2,No,43.0
538,335675,2020-10-02,72939,1,Yes,4.98
539,306206,2020-10-02,68644,2,No,62.38
540,335931,2020-10-02,72995,1,Yes,4.98
541,316945,2020-10-02,70161,4,No,43.0
542,273293,2020-10-02,64677,3,No,43.0
543,335735,2020-10-02,72951,1,No,40.5
544,311279,2020-10-02,66914,8,No,50.9
545,335756,2020-10-02,72956,1,Yes,4.98
546,316361,2020-10-02,70044,4,No,43.0
547,335831,2020-10-02,72972,1,Yes,4.98
548,314981,2020-10-02,69837,4,No,57.0
549,335889,2020-10-02,72986,1,No,67.88
550,335794,2020-10-02,72965,1,No,59.88
551,335691,2020-10-02,72942,1,No,59.88
552,335591,2020-10-02,72922,1,Yes,4.98
553,335769,2020-10-02,72959,1,No,59.88
554,335927,2020-10-02,57314,10,No,59.88
555,335885,2020-10-02,72985,1,No,71.88
556,335778,2020-10-02,72961,1,Yes,4.98
557,335723,2020-10-02,24959,7,No,59.88
558,335619,2020-10-02,72929,1,No,59.88
559,335731,2020-10-02,72950,1,No,40.5
560,335861,2020-10-02,72980,1,Yes,4.98
561,335747,2020-10-02,72954,1,Yes,4.98
562,335711,2020-10-02,72946,1,Yes,4.98
563,335852,2020-10-02,72977,1,Yes,4.98
564,335486,2020-10-02,72910,1,No,59.88
565,335654,2020-10-02,72936,1,No,40.5
566,335648,2020-10-02,72934,1,No,40.5
567,309126,2020-10-02,66615,8,No,78.84
568,335823,2020-10-02,72970,1,Yes,4.98
569,301298,2020-10-02,41801,29,No,62.38
570,335857,2020-10-02,72979,1,No,40.5
571,335687,2020-10-02,72941,1,No,59.88
572,335482,2020-10-02,72909,1,Yes,4.98
573,335848,2020-10-02,72976,1,Yes,4.98
574,335209,2020-10-01,68590,2,No,63.88
575,335420,2020-10-01,72896,1,No,65.88
576,335072,2020-10-01,72826,1,Yes,4.98
577,334808,2020-10-01,72773,1,Yes,4.98
578,334829,2020-10-01,72777,1,No,59.88
579,334996,2020-10-01,72807,1,No,40.5
580,334984,2020-10-01,72804,1,Yes,4.98
581,335197,2020-10-01,13990,2,No,48.5
582,335213,2020-10-01,68230,2,No,40.5
583,334963,2020-10-01,72799,1,No,62.38
584,334878,2020-10-01,72789,1,Yes,4.98
585,334812,2020-10-01,72774,1,Yes,4.98
586,335448,2020-10-01,72901,1,No,40.5
587,335022,2020-10-01,72814,1,No,40.5
588,327625,2020-10-01,71683,2,No,62.38
589,335096,2020-10-01,72831,1,No,59.88
590,335034,2020-10-01,72817,1,Yes,4.98
591,335273,2020-10-01,72865,1,No,75.88
592,335221,2020-10-01,72853,1,No,67.88
593,334845,2020-10-01,72781,1,Yes,4.98
594,259429,2020-10-01,59591,6,No,51.0
595,335100,2020-10-01,72832,1,Yes,4.98
596,335148,2020-10-01,72841,1,No,63.88
597,335294,2020-10-01,72871,1,Yes,7.48
598,335067,2020-10-01,72824,1,Yes,4.98
599,335124,2020-10-01,72837,1,No,73.0
